,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
22109,Ca6Na2O12Ru2,1.3556,167,6.568747,6.568784,6.568703,90.50074,90.499,90.50174
22110,As2B2Ba6O6,1.521,194,5.599101,5.599088,14.02813,90.0,90.0,120.0001
22111,Fe2La6Ni2S14,0.9887,173,10.18591,10.18585,6.246571,90.0,90.0,119.9989
22112,Mn6Nb4O18Zn2,2.2025,158,5.325955,5.325955,14.5006,90.00037,89.99963,120.0012
22113,H2I2O8Zn2,3.4799,9,6.2784379999999995,5.868493,6.501975,63.17381,87.64225,84.76968
22114,Cl8Hg2Pd1Rb2,2.4232,12,6.853863,6.853863,10.20166,73.77479,73.77479,61.89441
22115,Ba3N2O1Zn1,0.5205000000000001,123,4.143565,4.143565,9.245537,90.0,90.0,90.0
22116,Ba4Mg2O14Si4,4.4642,113,8.306564999999999,8.306564999999999,5.479674,90.0,90.0,90.0
22117,H16Li4N8Rb4,2.3348,62,3.877567,7.889495,11.74159,90.0,90.0,90.0
22118,Ca2Mg2O12Si4,4.9413,15,6.7001,6.7001,5.338249,77.82779,77.82779,84.60045
22119,Al8Mn12O48Si12,3.5733,230,10.17312,10.17312,10.17312,109.4712,109.4712,109.4712
22120,Ba2Ca1O6W1,2.8568,225,6.016148,6.016148,6.016148,60.0,60.0,60.0
22121,H8N2O8Tc2,3.3718,88,7.80936,7.807727,7.808521,135.0948,135.1005,65.3773
22122,Gd2O2P2Zn2,1.3206,166,10.42813,10.42813,10.42813,21.67276,21.67276,21.67276
22123,B4Ba8N8O2,2.8052,64,8.778265,8.777567,7.426228,90.00756,89.99388,130.2262
22124,Mo4Ni6O22Te2,2.5314,12,6.56264,6.56264,10.25744,80.10516,80.10516,85.07665
22125,Ga4K8Li12O16,3.4914,14,8.89356,5.596256,10.40921,81.26325,90.0,90.0
22126,Al8Ca12O48Si12,4.9997,230,10.36249,10.36249,10.36249,109.4712,109.4712,109.4712
22127,Ge2Rb2S10Ta2,0.9676,2,7.032892,7.436877,9.423582,67.90653,78.31703,75.23474
22128,C2H8N4O2,4.9502,113,5.862526,5.862526,4.636272,90.0,90.0,90.0
22129,Na8O24Si6Zr4,4.3201,167,9.199227,9.199227,9.199227,60.88066,60.88066,60.88066
22130,Al8Mg12O48Si12,4.9471,230,10.01732,10.01732,10.01732,109.4712,109.4712,109.4712
22131,Bi4I4In8Se16,1.4755,62,4.160936,14.06321,17.23265,90.0,90.0,90.0
22132,Cd3Na2O14P4,3.1419,2,5.733434,7.156361,7.971809,77.11189,82.4675,68.23643
22133,Ca10F2O24P6,5.5208,176,9.490874,9.4908,6.925107,90.00002,89.99999,120.0004
22134,Ca12Fe8O48Si12,2.3959,230,10.56026,10.56026,10.56026,109.4712,109.4712,109.4712
22135,Na4Nb8O32P4,2.2858,4,5.484325,6.824042,18.16584,89.77028,90.0,90.0
22136,As4Cl12F24Se12,1.947,14,8.135353,12.46956,12.69944,75.99955,90.00128,89.9993
22137,Fe4Li4O16P4,3.635,62,4.7499839999999995,6.080539,10.44621,90.0,90.0,90.0
22138,Cl18H1Li6Zr6,0.9698,148,9.84207,9.84207,9.84207,111.2163,111.2163,111.2163
22139,Ca20O48S4Si8,4.4455,62,6.923415,10.2742,15.53007,90.0,90.0,90.0
22140,B12Br1H12K3,4.8137,166,6.946094,6.946094,6.946094,93.99747,93.99747,93.99747
22141,Al2K4Na2P4,1.5126,72,8.662133,8.662133,8.662133,137.2161,134.8733,63.93039
22142,F11Fe1Na1Zr2,3.1147,12,5.789171,5.789171,7.939914,69.12112,69.12112,73.12255
22143,C8Cu4K4N8,3.0182,14,7.833373,7.506336,7.589486,78.5716,90.0,90.0
22144,C2N2Ni1S2,1.7729,12,5.582755,5.582755,6.265343,74.79191,74.79191,38.97115
22145,Mo1Ni1O6Sr2,1.9914,225,5.635458,5.635458,5.635458,60.0,60.0,60.0
22146,Ba4O16Si4Ti2,4.3277,100,8.652792999999999,8.652792999999999,5.313584,90.0,90.0,90.0
22147,As4K4O36W8,2.0103,19,5.083358,9.339754,17.13889,90.0,90.0,90.0
22148,K4N6Ni1O12,1.9601000000000002,148,8.844584,8.844584,8.844584,50.907,50.907,50.907
22149,As4Br12F24S4,2.5125,14,9.679200999999999,8.423019,12.35173,84.44329,90.0,90.0
22150,B2H8K1Na1,6.36,166,7.475914,7.475914,7.475914,35.82352,35.82352,35.82352
22151,Fe2O14P4Sr1,1.3267,2,4.87737,7.960454,7.178889,88.4027,108.1421,93.99082
22152,Ag2Pr6S14Si2,1.7837,173,10.41556,10.41549,5.775268,90.0,90.0,119.9995
22153,C4Cu6H4O16,1.2372,4,5.946602,5.076237,10.48523,87.41844,90.0,90.0
22154,Al8Ca12H48O48,4.1044,230,11.0096,11.0096,11.0096,109.4712,109.4712,109.4712
22155,Ag6C6N6O6,3.2206,148,9.572063,9.572063,9.572063,116.0833,116.0833,116.0833
22156,Al8Mg4O36Si10,4.8228,66,9.931082,9.931082,9.439386,90.0,90.0,120.718
22157,Ca4O20Si4Ti4,0.9013,14,9.166819,6.424087,8.624167,55.60245,90.0,90.0
22158,B4Ce6Cl6O12,4.3233,176,9.312059,9.310461,5.90316,90.0,90.0,120.0066
22159,Cu3Ge5K2O14,1.4357,2,6.289849,7.256312,7.95342,81.65173,71.73906,80.18043
22160,B16Ca2H8O30,5.5115,4,8.422756,7.621774,9.826551,72.08105,90.0,90.0
22161,Cr2Ge4Li2O12,2.6966,15,6.738626,6.738626,5.578198,73.9892,73.9892,80.5161
22162,Ba8Cu4I4O8,2.5841000000000003,11,4.44416,11.18492,14.24873,88.60458,90.0,90.0
22163,Ca18Fe2O56P14,2.0675,161,13.87411,13.87411,13.87411,44.21734,44.21734,44.21734
22164,Cl24O4S4Ti4,2.9037,14,10.68333,7.9619789999999995,13.0176,75.0539,90.0,90.0
22165,F7K2Mn2Rb1,2.9697,139,11.3974,11.3974,11.3974,158.3149,158.3149,30.85618
22166,B8Ca8Li8O24,5.0277,61,6.134455,6.253094,13.33174,90.0,90.0,90.0
22167,Mo2O23P4Si4,2.0181,2,8.609242,5.295161,11.4073,77.69227,77.92349,72.95949
22168,Ba6H12N12O30,2.4292,170,7.177981,7.177981,18.21875,90.0,90.0,120.0
22169,Ba1K4O12U3,2.8745000000000003,229,7.747943,7.747943,7.747943,109.4712,109.4712,109.4712
22170,Ag4C4K4O12,2.2489,73,11.2107,11.2107,11.2107,149.4192,148.5225,44.4585
22171,H2Na4O18P6,5.246,2,7.8874759999999995,7.274601,6.766999,90.10996,102.338,92.71712
22172,Ba2Ca4O18Si6,4.562,2,6.85581,9.766799,6.763953,69.44617,77.67382,83.10419
22173,Ca4Co2O14Si4,3.6944,113,7.917865,7.917865,5.056751,90.0,90.0,90.0
22174,Bi4Cs4Ge4S16,2.0239,14,7.043639,6.7044619999999995,18.10489,91.16188,90.0,90.0
22175,B2Ba6O6P2,1.4611,194,5.574696,5.574696,13.69513,90.0,90.0,120.0003
22176,F3O4P1Sn3,3.7663,146,7.273825,7.273825,7.273825,115.4374,115.4374,115.4374
22177,H6O18P6Sb4,3.9215,2,9.370871,8.602658,7.526216,67.32352,80.58589,67.27532
22178,Cl4H20N8O16,5.388,15,7.7245800000000004,7.7245800000000004,13.29258,66.78228,66.78228,41.32634
22179,Cl18K2Mn1Nb6,1.0828,148,10.10842,10.1091,10.10643,55.04416,55.06081,55.04726
22180,B6Fe6K6O21,2.3502,150,8.883771,8.884042,8.859508,89.99631,90.00194,120.0004
22181,C2Ca1K2O6,4.3731,166,6.91201,6.91201,6.91201,46.36337,46.36337,46.36337
22182,C8Cd1H10O12,2.7923999999999998,2,5.284479,7.808616,9.141173,68.3105,79.00562,71.7695
22183,Ca2O12Si4Zn2,4.4861,15,6.673438,6.673438,5.299779,77.91861,77.91861,84.59131
22184,F28K4Sn4Zr4,4.2004,53,6.059558,8.576563,12.70991,90.0,90.0,90.0
22185,Ca12Fe8O48Si12,2.3954,230,10.55982,10.55982,10.55982,109.4712,109.4712,109.4712
22186,Ag4P4S16Zn4,2.4825,33,6.143078,7.7575579999999995,12.62045,90.0,90.0,90.0
22187,H2O6P2Sn2,2.5342000000000002,9,6.916996,6.916996,6.833182,84.11102,84.11102,128.759
22188,Ce8O16Se4Si4,2.614,57,6.3299579999999995,7.356386,11.25689,90.0,90.0,90.0
22189,C8H16O24V4,2.64,54,7.808965,8.370479,8.776536,90.0,90.0,90.0
22190,F8H32O16Zn4,5.2942,29,5.294481,7.449264,12.48623,90.0,90.0,90.0
22191,Bi2H16Na6O14,3.9423,2,6.91417,7.557237,8.412959,93.58333,90.3876,115.4044
22192,C6Co2H18N12,4.0093,148,7.343423,7.343423,7.343423,97.38038,97.38038,97.38038
22193,Ca10F2O24P6,5.518,176,9.484724,9.484668,6.931558,90.0,90.0,120.0002
22194,Fe2Li2O12Si4,2.5153,15,6.591241,6.591241,5.358016,74.92982,74.92982,84.13865
22195,Br2H12Ni1O14,0.8641000000000001,2,7.805865,7.813468,5.776795,89.91855,89.92046,119.977
22196,Al8Ca12O48Si12,4.9987,230,10.36306,10.36306,10.36306,109.4712,109.4712,109.4712
22197,Ba4K4O16V4,3.9652000000000003,62,6.003934,7.89165,10.55306,90.0,90.0,90.0
22198,Ce6Cu2Se14Sn2,1.0968,173,10.76448,10.77365,6.381059,89.96813,90.02438,119.9396
22199,Ba4Cu4O20Y8,1.0947,62,5.719602,7.239036,12.2857,90.0,90.0,90.0
22200,Ba6Cl4Fe4O10,2.2239,199,8.803789,8.803789,8.803789,109.4712,109.4712,109.4712
22201,Cu2Nd6S14Si2,1.6001,173,10.22136,10.22142,5.788104,90.0,90.0,120.001
22202,Al2B6Ca2O14,5.3866,67,7.140704,7.140704,4.413025,90.0,90.0,111.5413
22203,Ga6Li18O58P16,4.6754,165,9.763848,9.763844,13.72587,90.00191,90.0,120.0
22204,F2Sb2Se4Sr2,0.1373,129,4.123821,4.123821,14.72711,90.0,90.0,90.0
22205,Na4O24Sr2V8,3.0074,125,10.76576,10.76576,5.075297,90.0,90.0,90.0
22206,C2Ca1Mg1O6,5.0131,148,6.076437,6.076437,6.076437,47.15814,47.15814,47.15814
22207,Na4O24P8Sr2,5.3397,125,9.987597,9.987597,5.068726,90.0,90.0,90.0
22208,Al3B4Gd1O12,5.2348,155,5.946145,5.946145,5.946145,104.2112,104.2112,104.2112
22209,B4F18Ho10O12,5.9636,15,10.75521,10.75521,8.285458,80.1763,80.1763,32.92712
22210,Al2Na2O12Si4,5.2365,15,6.452561,6.452561,5.2895959999999995,76.9385,76.9385,84.34918
22211,Cl4Cu2H8O4,1.5982,53,3.967667,7.50689,8.017422,90.0,90.0,90.0
22212,Ca12Fe8O48Si12,2.3975,230,10.559660000000001,10.559660000000001,10.559660000000001,109.4712,109.4712,109.4712
22213,C16Cl8O16Rh8,2.5397,122,11.7421,11.7421,11.7421,99.62675,99.62675,131.7239
22214,Ni2O12Rh2Sr6,0.6526000000000001,167,6.724346,6.724346,6.724346,92.51619,92.51619,92.51619
22215,Cr4O40Si16Sr4,3.1813000000000002,130,7.561035,7.561035,15.80681,90.0,90.0,90.0
22216,Cl2O24P6Pb10,3.3591,176,10.16977,10.16982,7.379737,90.0,90.0,120.0003
22217,Cu3O12Pb1Sn4,0.9611000000000001,204,6.837482,6.837482,6.837482,109.4712,109.4712,109.4712
22218,Cs2Er1F6Na1,6.8453,225,6.487487,6.487487,6.487487,60.0,60.0,60.0
22219,F8I8O24S8,1.9564,19,5.792988,12.6292,13.6248,90.0,90.0,90.0
22220,Ca2O10Si2Ti2,3.3827,15,5.529989,5.529989,7.167436,75.70291,75.70291,105.5547
22221,B2O6P2Sr6,2.0187,194,5.307089,5.307089,12.77585,90.0,90.0,119.998
22222,As2H12N2O8,4.1283,122,6.75891,6.75891,6.75891,111.4419,111.4419,105.5978
22223,Cl6Cs2Hg1Pd1,1.818,139,7.715867,7.715867,7.715867,120.7869,120.7869,88.64244
22224,Al2Na2O12Si4,5.2324,15,6.453631,6.453631,5.291499,76.91,76.91,84.34095
22225,H26N6O16S4,5.2352,15,8.482727,8.482727,10.27169,82.34712,82.34712,39.92033
22226,K2O16W4Y2,3.4893,15,7.576808,7.576808,7.602721,61.93716,61.93716,88.11787
22227,F2O24P6Sr10,5.2185,176,9.846612,9.846619,7.36087,90.0,90.0,120.0004
22228,B14Br2Cu6O26,0.7951,219,8.544616,8.544616,8.544616,60.0,60.0,60.0
22229,C4N24Si16Y8,3.0999,14,10.00143,5.959926,10.39361,90.25022,90.0,90.0
22230,Ba4Ga8Ge8O32,2.9479,15,8.204531,8.204531,13.98606,83.92017,83.92017,113.193
22231,Ni2O12Pb2Sr6,0.7427,167,6.840655,6.840655,6.840655,91.70505,91.70505,91.70505
22232,C2Ca1Mg1O6,5.0025,148,6.076938,6.076938,6.076938,47.16193,47.16193,47.16193
22233,Ga1O6Sb1Sr2,1.3012000000000001,87,5.647022,5.647022,5.647022,120.6188,120.6188,88.93159
22234,K6Na2O12Th4,3.5496,15,6.489173,6.488579,12.92452,85.1837,85.17974,120.0837
22235,K8O28P8Zn4,4.5205,136,7.886599,7.886599,11.52309,90.0,90.0,90.0
22236,Ba10Cl2Mn6O24,1.7312,176,10.67031,10.67048,7.856202,90.0,90.0,120.001
22237,B4H40Li16N12,3.574,199,9.242993,9.242993,9.242993,109.4712,109.4712,109.4712
22238,Au2K4P2S8,1.7805,11,6.89685,6.7682009999999995,9.564769,86.57124,90.0,90.0
22239,Na2Nb2O12Sr6,3.5487,167,6.911038,6.910856,6.911057,91.23622,91.23931,91.23654
22240,B12Na4O22Zn2,5.0199,9,6.605681,6.605681,11.5426,71.98557,71.98557,68.71965
22241,Cu1O8W2Y1,1.4471,1,7.050211,5.103807,6.092865,66.19411,54.86987,67.85307
22242,Cd2Li4S8Sn2,1.7731,31,6.605939,7.064366,8.095734,90.0,90.0,90.0
22243,C4Cl16O8Sb4,2.1137,2,7.17029,7.452245,16.7306,80.43331,84.55607,83.04942
22244,Cu4Ge2S8Zn2,0.806,31,6.210978,6.570243,7.458911,90.0,90.0,90.0
22245,C4H16N16O8,2.2667,2,4.669191,9.616395,11.17088,80.7737,75.69164,77.52272
22246,F32O1Pb8Y6,4.2032,148,9.301345,9.301345,9.301345,73.31088,73.31088,73.31088
22247,Al8Mg12O48Si12,4.9459,230,10.01783,10.01783,10.01783,109.4712,109.4712,109.4712
22248,Ag4C4N4S4,2.6114,15,6.069779,6.069779,8.426667,86.00675,86.00675,83.65773
22249,C8H24Mn4O24,3.5588,14,7.322064,8.907513,9.728658,82.4514,90.0,90.0
22250,Cl4H8Na4O20,5.2651,15,8.558288,8.558288,11.14508,70.83976,70.83976,37.95486
22251,F10H4N2Te2,2.6181,4,9.394308,5.333379,5.438655,67.94013,90.0,90.0
22252,Ba6In2O18Ru4,0.7289,194,5.927308,5.927308,14.44103,90.0,90.0,120.0002
22253,Cl8H64Mg4O32,5.0728,61,6.8069489999999995,11.80492,13.80176,90.0,90.0,90.0
22254,Cs2F6Ga1Na1,5.8963,225,6.252952,6.252952,6.252952,60.0,60.0,60.0
22255,Li18O58P16V6,1.8416000000000001,165,9.884967,9.884848999999999,13.77425,90.00025,90.0,120.0004
22256,F8H12O6Zr2,5.2855,2,5.965613,6.708029,7.602915,77.2106,75.10416,67.22294
22257,Li4O8Rb4Si2,3.8612,2,8.802843,5.731866,5.543616,85.71706,75.06254,83.37857
22258,Ba4La4Sb8Se24,0.5192,14,15.49236,4.436771,17.12111,87.07788,90.0,90.0
22259,La2Na2O10Ti3,2.5362,139,14.82063,14.82063,14.82063,164.8089,164.8089,21.54738
22260,Fe4Li4O16P4,3.6307,62,4.758885,6.082336,10.43982,90.0,90.0,90.0
22261,Ce6N6O12Si6,2.5115,63,7.111492,7.152675,9.787807,90.0,90.0,119.8097
22262,Bi4Rb4S16Si4,2.0728,14,6.87809,6.604257,17.37733,86.41474,90.0,90.0
22263,Fe4Ge8O28Tb4,2.3489,2,8.658534,6.759225,9.824692,79.77257,90.0,90.0
22264,Ba2Mn2Pr4S10,1.1202,140,8.975148,8.975148,8.975148,127.4971,127.4971,77.44113
22265,Be4Gd4Ge2O14,4.2846,113,7.530982,7.530982,4.869745,90.0,90.0,90.0
22266,Co2O18Se6Sr4,3.4153000000000002,2,7.510559,7.728545,8.877037,103.1585,105.6227,95.45871
22267,Ag2La2O10Ti3,2.3432,139,14.974920000000001,14.974920000000001,14.974920000000001,165.0068,165.0068,21.26499
22268,Co1O6Sr2W1,2.2588,87,5.711411,5.711411,5.711411,121.4354,121.4354,87.53128
22269,Be12F48K8Mg8,7.01,198,10.04155,10.04155,10.04155,90.0,90.0,90.0
22270,Ca12H4O26Si6,4.46,2,6.8943639999999995,7.006495,12.975480000000001,90.81679,97.63997,98.12299
22271,H20Mn2O18S2,3.9623,2,6.340425,6.163233,10.96332,81.56639,75.43648,70.10055
22272,Ag4O52P16Ta4,3.3734,19,7.204032,8.419814,17.96929,90.0,90.0,90.0
22273,Ho4Pb6S24Sn6,0.4655,26,3.967012,11.69483,20.48701,90.0,90.0,90.0
22274,Cd4H4O12S2,2.8146,15,7.081065,7.081065,6.573893,67.83991,67.83991,67.54155
22275,Mn2Mo2O12Te2,2.2531,18,5.1789629999999995,5.399525,9.332211,90.0,90.0,90.0
22276,Ag2Pr6Se14Si2,1.4846,173,10.79971,10.79997,6.075513,90.0,90.0,119.9998
22277,C4H12O2Se2,3.8509,2,5.140232,6.347037,7.101241,106.9431,90.11762,93.73707
22278,As2Nb4Rb6Se22,1.1722000000000001,9,10.3804,10.3804,10.20186,83.86197,83.86197,83.9533
22279,Co4Na4O16P4,3.5851,62,5.07912,6.8567730000000005,8.968565,90.0,90.0,90.0
22280,Cl6Cs2In1Li1,2.8545,225,7.405778,7.405778,7.405778,60.0,60.0,60.0
22281,Eu4Ge4Na4O16,0.28450000000000003,62,5.401753,6.632632,11.75697,90.0,90.0,90.0
22282,K2Li2O8S2,5.3149,173,5.221223,5.221275,8.817645,90.0,90.0,119.9988
22283,N4O4S4Se2,1.8244,15,8.698723,8.698723,7.6842749999999995,84.92805,84.92805,31.22547
22284,As2S6Sn1Tl2,0.717,147,6.817878,6.817876,7.420434,89.99917,90.00048,120.0007
22285,Br12H32Hg2N8,1.992,58,9.780399,9.092046,9.039102,90.0,90.0,90.0
22286,C2H8N4O2,5.0844,113,5.627218,5.627218,4.707415,90.0,90.0,90.0
22287,As4H24N4O16,3.6363,4,7.82791,8.105992,11.88537,46.96084,90.0,90.0
22288,Ba2Er1O6Ru1,1.0897000000000001,225,5.946826,5.946826,5.946826,60.0,60.0,60.0
22289,C2Ca1K2O6,4.391,166,6.88845,6.88845,6.88845,46.57866,46.57866,46.57866
22290,Br8Cs4O4U2,2.3112,14,13.7024,7.322146,9.751174,64.5497,90.0,90.0
22291,Ba4H14O14Tl2,2.4989,15,6.8795839999999995,6.8795839999999995,10.68555,82.56142,82.56142,57.74415
22292,F6La6O18Si6,5.333,190,7.180781,7.180751,11.03125,90.0,90.0,120.0001
22293,Ba4Na2Ni6O12,1.0637,69,9.264516,8.434458,7.059689,72.83405,60.44118,46.72477
22294,Fe1K1O8S2,2.0052,12,4.894338,4.894338,7.965196,85.88038,85.88038,64.6975
22295,La4O22Si4Ti5,1.3117,12,7.490047,7.490047,11.33351,80.1605,80.1605,46.03526
22296,Ba2O6Ta1Y1,3.4798,225,6.049212,6.049212,6.049212,60.0,60.0,60.0
22297,Al2Na2O12Si4,5.2351,15,6.452982,6.452982,5.290112,76.92792,76.92792,84.34047
22298,Ba4Ge4O14Zn2,3.367,113,8.403018,8.403018,5.659254,90.0,90.0,90.0
22299,H8Na6O14P4,3.5943,2,11.67304,6.060823,6.396016,60.42144,72.68677,80.08125
22300,As2La2O2Zn2,0.7941,129,4.1322,4.1322,9.228474,90.0,90.0,90.0
22301,Ba6O28Pb2V8,3.1469,2,7.512799,7.45727,13.55878,93.24596,99.38832,92.19133
22302,Co6Li4O24Se8,3.3855,14,9.371617,7.907195,8.251243,64.07557,90.0,90.0
22303,Ge1Li2Pb1S4,2.2643,121,6.099414,6.099414,6.099414,114.8986,114.8986,99.08928
22304,Ca10F2O24P6,5.5236,176,9.484748,9.484748,6.928609,90.0,90.0,120.0
22305,C4H16N8S4,4.3271,14,7.126463,4.247024,13.25086,83.99866,90.0,90.0
22306,Mn8O48Rb8S12,4.5499,198,10.37587,10.37587,10.37587,90.00079,90.00079,90.00079
22307,Bi2Li2O8Pd4,1.1347,129,7.028484,7.028484,4.468403,90.0,90.0,90.0
22308,As6Cu8K2O24,0.836,15,8.858186,8.858186,7.586564,70.06107,70.06107,90.51991
22309,Ba4Co2Ge4O14,2.7022,113,8.494477,8.494477,5.63558,90.0,90.0,90.0
22310,Bi3Mn4N1O15,0.8655,143,5.069856,5.069676,13.33774,90.00001,90.00016,120.0018
22311,Ca6Fe2O12Rh2,1.8569,167,6.463256,6.463256,6.463256,91.44164,91.44164,91.44164
22312,Ag16N8O8S4,0.7846000000000001,33,5.86511,9.249073,10.65991,90.0,90.0,90.0
22313,Cd10Cl2O24P6,2.2236000000000002,176,9.908819,9.908901,6.541894,90.0,90.0,120.0009
22314,H4I4Li8O4,4.3266,62,5.669574,6.59385,10.63376,90.0,90.0,90.0
22315,Ca10H2O26P6,1.201,176,9.795674,9.795684,6.585195,90.0,90.0,120.0008
22316,Cu2Gd6S14Si2,1.6249,173,10.00925,10.01015,5.715284,90.0,90.0,120.0012
22317,Cl2H12Mg1O6,4.8495,12,6.147632,6.147632,6.110996,86.93692,86.93692,71.62632
22318,Na2O14P4Y2,5.2755,4,5.431205,7.164995,8.797425,69.60559,90.0,90.0
22319,Ba6Cl2Eu1F12,3.1346,174,10.70401,10.70396,4.212558,90.0,90.0,120.0346
22320,F2K2O4S2,3.9925,11,5.764214,4.763782,7.085309,72.31207,90.0,90.0
22321,H36La4O48S8,5.1506,14,6.968508,11.36329,13.70501,68.67346,90.0,90.0
22322,Al2Mo4Na2O16,3.5773,15,13.44234,5.409661,5.576223,60.98327,90.04883,90.0
22323,K8Mn8O48S12,4.482,198,10.30038,10.30038,10.30038,90.0,90.0,90.0
22324,Al8Mg12O48Si12,4.945,230,10.01858,10.01858,10.01858,109.4712,109.4712,109.4712
22325,Ag2La2O2S2,1.6691,129,4.125343,4.125343,9.219005,90.0,90.0,90.0
22326,K4O32Sb4V8,2.7609,62,5.633584,8.731869,15.08481,90.0,90.0,90.0
22327,Ba2O6Sb1Y1,3.5435,225,6.031132,6.031132,6.031132,60.0,60.0,60.0
22328,Al8Ca12O48Si12,4.9977,230,10.36334,10.36334,10.36334,109.4712,109.4712,109.4712
22329,H6O18P6Sc4,4.9881,176,8.463404,8.463628,7.888203,90.0,90.0,120.004
22330,Cr4O28P8Rb4,2.7224,14,10.07203,7.589269,8.368306,73.97122,90.0,90.0
22331,Er2K2O16W4,3.4602,15,7.5294229999999995,7.5294229999999995,7.571257,61.92319,61.92319,87.93132
22332,Ba2Mg1O6W1,2.9079,225,5.810739,5.810739,5.810739,60.0,60.0,60.0
22333,In2Li2O16W4,3.1731,15,7.637106,7.637106,5.031911,89.1806,89.1806,101.2105
22334,Cu2Ho6S14Si2,1.8544,173,9.886334,9.886332,5.660143,90.0,90.0,120.0002
22335,Ba2O18Si6Ti2,3.5507,188,6.737585,6.737585,9.926473,90.0,90.0,120.0
22336,Ba2Ge6O18Sn2,2.7001,188,7.029733,7.029733,10.4125,90.0,90.0,120.004
22337,Fe2K4P4Se12,1.9511,14,12.49332,6.3232990000000004,9.471705,67.37936,90.0,90.0
22338,Ag4O24Sr2V8,2.7903000000000002,125,10.77013,10.77013,5.113146,90.0,90.0,90.0
22339,In1K1P2S7,2.1327,5,6.746816,6.746816,6.584786,84.39017,84.39017,97.83945
22340,Cl8Hg2Pd1Tl2,2.1687,12,6.748493,6.748493,10.11612,74.44894,74.44894,62.44147
22341,Br4Mn4Sb4Se8,1.0939,62,4.020471,10.18963,13.12266,90.0,90.0,90.0
22342,Ba2Bi1Dy1O6,1.8664,225,6.150168,6.150168,6.150168,60.0,60.0,60.0
22343,Cu4K4O16P4,0.2664,4,9.805559,5.096513,8.309859,87.83077,90.0,90.0
22344,Ba12Bi4Cl12O12,3.9776,62,7.138818,12.18821,12.59265,90.0,90.0,90.0
22345,Cd4Cl4O12V4,2.6579,62,3.695894,6.982059,16.01108,90.0,90.0,90.0
22346,H4K2O8P2,5.4263,43,7.5629,6.448633,6.395245,72.14713,54.25335,53.59952
22347,Cd2O12Pt2Sr6,2.4139,167,6.860389,6.860389,6.860389,90.49021,90.49021,90.49021
22348,H26N6O16S4,5.2155,15,8.526388,8.526388,10.23255,80.97609,80.97609,39.77892
22349,C12Co2K6N12,5.1573,14,10.48455,7.069114,8.426603,72.54913,90.0,90.0
22350,Br12H24N8Sc4,3.4734,2,7.407838,10.44888,11.70006,105.6218,90.65478,109.4967
22351,F56H8K16Zr8,6.3229,61,8.697046,11.74827,13.60496,90.0,90.0,90.0
22352,B8Er8Na8O28,4.3657,14,6.223146,10.26102,10.6148,62.25641,90.0,90.0
22353,O24Rb4Te2W6,2.7481,159,7.399022,7.399021,12.55896,90.0,89.99996,120.0002
22354,Ca2Mn2O12Si4,3.3011,15,6.838525,6.838525,5.336168,79.05907,79.05907,85.3142
22355,F6Ho1Na1Rb2,6.4948,87,6.368595,6.368595,6.368595,120.2425,120.2425,89.58051
22356,F10Fe4H8O4,0.899,74,7.519198,7.519198,7.519198,127.6233,119.4604,84.12896
22357,C4H4O16Y4,5.0906,19,4.848578,7.052978,8.764991,90.0,90.0,90.0
22358,As4H4O20Te4,3.097,14,6.046835,7.983246,9.658393,77.93058,90.0,90.0
22359,Bi2Cl1In1S4,1.8813,12,6.601051,6.601051,8.69634,65.31492,65.31492,34.71306
22360,Ba4Cu4La4S12,1.1649,62,4.283113,11.45011,11.87909,90.0,90.0,90.0
22361,Ga2Na2O12Si4,4.2555,15,6.553877,6.553877,5.338599,76.84122,76.84122,84.44943
22362,Fe1Mo1O6Sr2,1.4894,225,5.579834,5.579834,5.579834,120.0126,120.0126,89.97813
22363,La2Mn2O3Se2,1.7959,139,10.04047,10.04047,10.04047,155.7512,155.7512,34.55908
22364,Ca10F2O24P6,5.5242,176,9.475303,9.475303,6.93534,90.0,90.0,120.0
22365,Co1K3N6O12,2.6719,202,7.571554,7.571554,7.571554,60.0,60.0,60.0
22366,As6Na2O24Zr4,3.7653,167,9.514009,9.514009,9.514009,58.8085,58.8085,58.8085
22367,Er16O28S12Si8,2.6349,141,10.67848,10.67848,10.67848,113.81,113.81,101.1039
22368,Cs4F20O2Sb4,3.8687,13,5.477677,7.623905,14.29963,79.33484,90.0,90.0
22369,Br2O24P6Sr10,4.9446,176,10.11904,10.11915,7.261394,90.0,90.0,120.0003
22370,C8H20N12S8,1.4902,4,10.53824,5.409654,16.00297,96.20441,90.0,90.0
22371,H2O16Rb6S4,5.2433,15,8.303837,8.303837,10.35547,78.65266,78.65266,42.29239
22372,Al2K2O7Sb2,3.4992,164,5.714297,5.714297,8.243975,89.99819,90.00181,119.9997
22373,Ba6Cu2O18Ru4,0.6354000000000001,63,5.937343,5.937335,14.42893,90.0,90.0,122.3066
22374,Ca2Mg2O12Si4,4.6529,15,7.043069,7.043069,5.543692,75.4066,75.4066,88.35113
22375,C4Cs4N4S4,4.3059,62,6.501981,8.180446,8.525041,90.0,90.0,90.0
22376,Cd2Hg4O12S2,1.3679000000000001,2,6.86996,7.376247,7.567134,73.05737,66.86024,63.63838
22377,Ca10O24P6Se1,3.773,147,9.596036,9.596034,6.901685,89.99998,89.99999,120.0003
