,full_formula,band_gap,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
309,N10Ta6,1.4467,63,5.539359,5.539359,10.3944,90.0,90.0,138.3818
310,Cl2N6,2.2733,36,6.747311,6.747311,4.559414,90.0,90.0,126.129
311,Nd16O24,3.403,206,9.724568,9.724568,9.724568,109.4712,109.4712,109.4712
312,Cl1K1,4.8933,221,3.810627,3.810627,3.810627,90.0,90.0,90.0
313,C16I16,3.3156,86,17.34221,17.34221,4.6417649999999995,90.0,90.0,90.0
314,Se1Zn1,1.6977,216,4.010659,4.010659,4.010659,60.0,60.0,60.0
315,O8Zr4,3.4548,14,5.285781,5.220439,5.398162,80.33908,90.0,90.0
316,O2Zn2,1.8107000000000002,186,3.189896,3.189687,5.154665,90.0,90.0,120.0022
317,S26Zn26,2.6866,156,3.797636,3.79762,80.68019,89.99997,90.0,120.0001
318,He8Ne4,14.2694,194,5.08542,5.085195,8.273961,90.0,90.0,120.0015
319,Be2O2,7.4616,186,2.710073,2.709991,4.400777,90.0,90.0,120.001
320,Rb8Te4,1.7071,62,5.603214,9.17602,11.12998,90.0,90.0,90.0
321,Al4O6,5.8499,167,5.180559,5.180559,5.180559,55.29971,55.29971,55.29971
322,Ge1Mg2,0.1927,225,4.529161,4.529161,4.529161,60.0,60.0,60.0
323,Hg3Se3,0.5862,154,4.406867,4.40688,9.872208,89.9995,90.00101,120.0006
324,Ga1N1,1.7523,216,3.20053,3.20053,3.20053,60.0,60.0,60.0
325,O6Tl8,1.1181,11,3.559341,7.981821,11.39451,70.61892,90.0,90.0
326,In1P1,0.5779000000000001,216,4.199925,4.199925,4.199925,60.0,60.0,60.0
327,O10V4,2.1332,59,3.613892,4.587246,11.62912,90.0,90.0,90.0
328,N3Na1,0.5912000000000001,12,4.668296,4.668296,6.012416,54.91966,54.91966,79.82608
329,F5U1,3.9872,87,5.321422,5.321422,5.321422,100.5346,100.5346,129.3711
330,Fe12S12,0.7639,40,6.300385,6.319072,11.91849,90.0,90.0,119.9022
331,Er1N1,0.1232,225,3.428063,3.428063,3.428063,60.0,60.0,60.0
332,O72P16,3.0986,19,8.772852,9.506205,14.89742,90.0,90.0,90.0
333,Hf4O8,4.0099,14,5.19629,5.139307,5.3173449999999995,80.3556,90.0,90.0
334,Ba2Te6,0.7382000000000001,113,8.065343,8.065343,4.453309,90.0,90.0,90.0
335,O3U1,2.1486,221,4.19996,4.19996,4.19996,90.0,90.0,90.0
336,As8K8,0.6754,19,6.560591,6.785304,11.72243,90.0,90.0,90.0
337,Rb4Te2,1.3877000000000002,194,6.1344,6.134157,8.134966,90.0,90.0,120.0013
338,N3Na1,0.7445,12,4.607362,4.607362,6.197634,55.59214,55.59214,81.5832
339,F1K1,5.9619,225,3.831912,3.831912,3.831912,60.0,60.0,60.0
340,C2O4,7.606,122,4.105836,4.105836,4.105836,122.2496,122.2496,86.14575
341,Br1Cu1,1.1335,216,4.056879,4.056879,4.056879,60.0,60.0,60.0
342,Cr2F6,2.7514000000000003,167,5.373995,5.373995,5.373995,55.90399,55.90399,55.90399
343,Cl1K1,4.7993,221,3.8388809999999998,3.8388809999999998,3.8388809999999998,90.0,90.0,90.0
344,H4Sr2,1.2885,194,4.107206,4.107206,5.666222,90.0,90.0,119.9996
345,I1K1,3.2536,221,4.33865,4.33865,4.33865,90.0,90.0,90.0
346,O4Ti2,2.2658,136,4.672798,4.672798,3.023163,90.0,90.0,90.0
347,Ge3O6,3.1479,152,5.018201,5.018224,5.75573,90.00368,89.99635,120.0223
348,Al2F6,7.6198,167,5.10847,5.10847,5.10847,58.73716,58.73716,58.73716
349,Fe12S12,0.7899,14,7.007163,6.953724,9.550375,79.21558,90.0,90.0
350,Br4Ca2,4.5281,58,4.395972,6.722317,6.941317,90.0,90.0,90.0
351,F4Fe2,2.6339,136,4.794986,4.794986,3.336723,90.0,90.0,90.0
352,O2Th1,4.5402000000000005,225,4.119975,4.119975,4.119975,60.0,60.0,60.0
353,Rb8Te4,1.7008,62,5.608907,9.193636,11.12452,90.0,90.0,90.0
354,N8Si6,4.2503,176,7.660028,7.659974,2.924489,90.0,90.0,119.9996
355,La2O3,3.7651,164,3.987813,3.9875059999999998,6.245669,89.9967,90.0,120.0025
356,I8Te8,0.7475,2,8.425698,10.17487,8.707737,103.4709,104.0926,89.79296
357,S9Tl18,0.75,146,9.64477,9.644516,9.644754,81.63469,81.63551,81.63749
358,O8Zr4,3.4588,14,5.291689,5.215544,5.391458,80.38716,90.0,90.0
359,O6V4,0.0328,167,5.559875,5.559875,5.559875,54.78113,54.78113,54.78113
360,Sb4Te6,0.1061,12,8.171251,8.171251,10.17598,85.0972,85.0972,30.46201
361,N16Si12,4.6533999999999995,159,7.806998,7.806998,5.6602239999999995,90.00001,90.00001,119.9999
362,B4N4,3.5744,131,9.129397,9.129397,2.622877,90.0,90.0,90.0
363,O1Sr1,3.2754,225,3.680589,3.680589,3.680589,60.0,60.0,60.0
364,P12Re4,0.2891,62,3.156314,5.162591,15.4862,90.0,90.0,90.0
365,Cd1Te1,0.7091000000000001,216,4.66797,4.66797,4.66797,60.0,60.0,60.0
366,As16S12,2.2880000000000003,62,8.830721,9.737092,10.94058,90.0,90.0,90.0
367,N8O4,3.331,205,5.952252,5.952252,5.952252,90.0,90.0,90.0
368,Al2N2,4.0455,186,3.130089,3.130089,5.010986,90.0,90.0,119.9954
369,Ho16O24,3.9518,206,9.184628,9.184628,9.184628,109.4712,109.4712,109.4712
370,Br6Ti2,2.3434,148,7.861139,7.861139,7.861139,50.87019,50.87019,50.87019
371,Al1Sb1,1.2272,216,4.407898,4.407898,4.407898,60.0,60.0,60.0
372,Mg2Si1,0.2331,225,4.488119,4.488119,4.488119,60.0,60.0,60.0
373,F18S3,6.1255,2,14.48169,7.909831,4.896667,94.96383,93.34877,91.38627
374,O4Si2,5.7197,122,5.124482,5.124482,5.124482,120.8501,120.8501,88.53377
375,F12Tb4,7.7272,62,4.456314,6.464367,6.9679649999999995,90.0,90.0,90.0
376,Nd2O3,3.6536,164,3.874025,3.874025,6.114591,89.99824,90.00176,119.9978
377,O8Si4,5.3754,194,5.277366,5.277366,8.598512,90.0,90.0,120.0008
378,Ac2O3,3.5216000000000003,164,4.09575,4.095556,6.387577,89.99774,90.0,120.0016
379,S6Zn6,2.7125,160,18.74343,18.74341,18.74341,11.6189,11.61922,11.61922
380,O4Si2,5.0038,136,4.23259,4.23259,2.693871,90.0,90.0,90.0
381,Cl12Ru4,0.5444,59,5.704604,6.74653,11.66045,90.0,90.0,90.0
382,As16Ge8,0.513,55,3.783913,10.42982,15.16346,90.0,90.0,90.0
383,S4Sn4,0.9254,62,4.093143,4.390089,11.74792,90.0,90.0,90.0
384,S2Ti1,0.5374,164,3.47688,3.47688,6.161598,90.00158,89.99842,119.9999
385,Cu4O2,0.6539,224,4.291068,4.291068,4.291068,90.0,90.0,90.0
386,Ga4Se6,1.0592,9,6.8677779999999995,6.8677779999999995,6.762422,80.98662,80.98662,120.8425
387,O8Si4,5.5464,92,5.044602,5.044602,7.053321,90.0,90.0,90.0
388,Na4S4,1.2368000000000001,194,4.494553,4.494488,10.25876,90.0,90.0,120.0005
389,O6V4,0.0373,167,5.558164,5.558164,5.558164,54.84007,54.84007,54.84007
390,Na1O3,0.5421,44,4.360705,4.360705,4.360705,131.9263,103.8319,95.32199
391,Pb1S1,0.46440000000000003,225,4.245765,4.245765,4.245765,60.0,60.0,60.0
392,Sn4Te4,0.2898,62,4.553309,4.602105,13.13396,90.0,90.0,90.0
393,O10V4,2.1423,59,3.612537,4.604687,11.62138,90.0,90.0,90.0
394,Ba1O1,2.0927,225,3.971142,3.971142,3.971142,60.0,60.0,60.0
395,Cd9I18,2.4073,156,4.312316,4.312291,65.33723,90.00296,90.0,120.0002
396,O2Zn2,1.811,186,3.193067,3.193067,5.149442,90.0,90.0,119.9962
397,Mn3O6,0.4767,12,7.169168,7.169168,4.505037,91.17911,91.17911,23.60901
398,Hf4O8,4.0,14,5.201274,5.136331,5.310677,80.41247,90.0,90.0
399,O3Pr2,3.1288,164,3.906328,3.906326,6.075801,89.99789,90.0021,119.9982
400,O16Si8,5.5462,198,7.290189,7.290189,7.290189,90.0,90.0,90.0
401,K8Sb8,0.7331000000000001,14,7.093234,7.283123,12.41426,82.754,90.0,90.0
402,Ge12N16,1.9348,159,8.299537,8.299535,6.005293,89.99994,89.99991,120.0004
403,Rb8Sb8,0.7043,14,7.312248,7.5391449999999995,12.92432,82.24922,90.0,90.0
404,Co6O8,0.308,227,5.960093,5.960093,5.960093,60.0,60.0,60.0
405,Cl8O16,0.9957,61,5.784787,7.111782,10.98044,90.0,90.0,90.0
406,Fe2Se2,0.5732,194,3.660997,3.656846,5.576615,90.0,90.0,120.0376
407,Ge4S4,1.1957,62,3.6829359999999998,4.359933,10.66947,89.99809,90.0,90.0
408,Ba2P16,0.8884000000000001,2,6.862128,7.325602,8.68758,86.35814,83.74325,70.20834
409,Ba1C2,1.6191,139,4.793611,4.793611,4.793611,125.1087,125.1087,81.35808
410,F2Sr1,6.7792,225,4.140299,4.140299,4.140299,60.0,60.0,60.0
411,Te3Zn3,0.6324000000000001,181,4.307122,4.307168,9.786759,90.0,90.0,120.002
412,N16Si12,3.5458,62,4.575676,5.577634,9.526568,90.0,90.0,90.0
413,Ba1S1,2.1518,225,4.566062,4.566062,4.566062,60.0,60.0,60.0
414,C24O16,3.9189,62,5.35333,10.41701,12.98253,90.0,90.0,90.0
415,K8S20,1.7458,19,6.648546,6.7202269999999995,17.75451,90.0,90.0,90.0
416,S4Tl4,0.6796,140,6.634103,6.634103,6.634103,105.9921,105.9921,116.6789
417,Cd8I16,2.3768000000000002,156,4.312185,4.312157,57.90024,90.00214,90.0,120.0002
418,F3La1,6.1915,225,4.180613,4.180613,4.180613,60.0,60.0,60.0
419,O4Si2,5.0049,136,4.232767,4.232767,2.693618,90.0,90.0,90.0
420,Se4Sn4,0.655,62,4.24715,4.593701,11.93454,90.0,90.0,90.0
421,Ca1S1,2.3838,225,4.043493,4.043493,4.043493,60.0,60.0,60.0
422,F4Tl4,3.1615,57,5.304056,5.699628,6.365808,90.0,90.0,90.0
423,Cl6Fe2,1.9898,148,7.29731,7.29731,7.29731,50.15165,50.15165,50.15165
424,B28Mg4,1.4667,74,7.262329,7.262329,7.262329,131.4589,112.1286,87.77807
425,K6Sb2,0.40690000000000004,194,6.119242,6.119467,10.87483,90.0,90.0,119.9988
426,Ba1Se1,1.9489,225,4.727602,4.727602,4.727602,60.0,60.0,60.0
427,Cr4O6,2.3727,167,5.457073,5.457073,5.457073,55.56406,55.56406,55.56406
428,Cl12Sb4,3.757,62,6.95755,8.88621,9.407701,90.0,90.0,90.0
429,Ce1O2,2.4184,225,3.8850629999999997,3.8850629999999997,3.8850629999999997,60.0,60.0,60.0
430,Er8S12,1.1627,11,3.907726,10.94107,11.20613,71.17223,90.0,90.0
431,O16Se8,3.2771,135,8.683769,8.683769,5.194612,90.0,90.0,90.0
432,Ge2O4,1.1805,136,2.910046,4.484795,4.477329,90.0,90.0,90.0
433,Li2O1,4.9002,225,3.283845,3.283845,3.283845,60.12452,60.12452,60.12452
434,O4Ti2,2.262,136,4.673345,4.673345,3.022805,90.0,90.0,90.0
435,S2Ti1,0.5321,164,3.4766909999999998,3.476676,6.134152,90.00139,90.0,120.0001
436,I8Te8,0.7496,2,10.16692,8.72299,8.430933,104.0577,89.81848,103.4977
437,F20U4,3.3991,122,8.840213,8.840213,8.840213,97.35463,97.35463,138.0715
438,Cr4O6,2.3734,167,5.449596,5.449596,5.449596,55.68728,55.68728,55.68728
439,Cl1Li1,6.241,225,3.644813,3.644813,3.644813,60.0,60.0,60.0
440,Cu3N1,0.5235000000000001,221,3.822998,3.822998,3.822998,90.0,90.0,90.0
441,O24Y16,4.0607,206,9.267174,9.267174,9.267174,109.4712,109.4712,109.4712
442,O4Ti2,2.2607,136,4.6697,4.6697,3.024323,90.0,90.0,90.0
443,Te6U2,0.3221,11,4.321685,6.207874,11.62115,67.97245,90.0,90.0
444,Te1Zn1,1.4761,216,4.341619,4.341619,4.341619,60.0,60.0,60.0
445,Hg2I2,1.6013000000000002,139,6.943001,6.943001,6.943001,136.6928,136.6928,62.91102
446,Cl1K1,5.0482,225,4.511931,4.511931,4.511931,60.0,60.0,60.0
447,O6Ti4,0.8455,167,5.492605,5.492605,5.492605,57.68013,57.68013,57.68013
448,Fe2Se2,0.4968,129,4.223914,4.223914,5.545327,90.0,90.0,90.0
449,H16N16,4.1562,53,3.820463,8.682164,8.994177,90.0,90.0,90.0
450,C48N24,3.115,205,11.09296,11.09296,11.09296,90.0,90.0,90.0
451,Cl4Zn2,4.6209,122,6.404493,6.404493,6.404493,127.9356,127.9356,76.7294
452,C8Rb8,3.5762,62,4.815598,9.313244,10.00915,90.0,90.0,90.0
453,Ni2P4,0.6786,15,4.259018,4.259018,5.632718,68.60106,68.60106,82.42268
454,N5P3,2.6064,44,7.020954,7.020954,7.020954,158.4195,142.7632,43.44428
455,Ce1O2,2.4162,225,3.885868,3.885868,3.885868,60.0,60.0,60.0
456,Cu4N12,1.7402000000000002,88,6.81832,6.81832,6.81832,100.4755,100.4755,129.5217
457,In16O24,1.1149,206,8.867174,8.867174,8.867174,109.4712,109.4712,109.4712
458,Ba2O2,2.3603,194,3.847204,3.847204,6.686655,90.0,90.0,119.9999
459,Mg1O1,4.4686,225,3.007309,3.007309,3.007309,60.0,60.0,60.0
460,Te6Tl4,0.6359,15,7.464974,7.464974,8.128978,75.90094,75.90094,52.90658
461,Co6O8,0.3196,227,5.969232,5.969232,5.969232,60.0,60.0,60.0
462,Os4S8,0.4444,205,5.673878,5.673878,5.673878,90.0,90.0,90.0
463,Se4Tl4,0.1462,140,6.8179739999999995,6.8179739999999995,6.8179739999999995,105.8772,105.8772,116.9266
464,Cu4O2,0.6556000000000001,224,4.290018,4.290018,4.290018,90.0,90.0,90.0
465,O4Ti2,2.2653,136,4.671339,4.671339,3.024054,90.0,90.0,90.0
466,I4O12,1.9062999999999999,2,5.370833,6.851431,6.9035400000000005,98.1277,95.71245,104.5203
467,Se2Ti1,0.057800000000000004,164,3.624306,3.624295,6.662702,89.99881,90.0,120.0001
468,O4Ti2,2.263,136,4.674664,4.674664,3.025847,90.0,90.0,90.0
469,Fe6P24,1.2334,14,13.75385,4.673851,7.058427,78.44103,90.0,90.0
470,F24W4,5.0303,62,5.243374,9.015176,9.937042,90.0,90.0,90.0
471,O2Zn2,1.8075,186,3.189012,3.188843,5.159662,90.0,90.0,120.0018
472,As1Ga1,0.2947,216,4.055377,4.055377,4.055377,60.0,60.0,60.0
473,Li3N1,0.9757,191,3.65414,3.653884,3.894055,90.0,90.0,120.0023
474,Cl8Sn4,1.9221,59,5.713334,5.810215,14.64197,90.0,90.0,90.0
475,Cd1Se1,0.64,216,4.371177,4.371177,4.371177,60.0,60.0,60.0
476,Cd2S2,1.2496,186,4.186931,4.18653,6.828451,90.0,90.0,120.0032
477,P8S28,2.0845,14,11.90756,6.701969,13.22655,85.8889,90.0,90.0
478,Cl1Tl1,2.1737,221,3.897583,3.897583,3.897583,90.0,90.0,90.0
479,Mo2S4,1.2412,194,3.199243,3.199276,13.53541,90.0,90.0,119.9997
480,O24Si12,5.6707,12,9.895328,9.895328,7.527041,81.12615,81.12615,88.48442
481,Ge4Se4,0.43960000000000005,62,3.812378,4.629866,12.756920000000001,90.0,90.0,90.0
482,Ca4F8,7.4512,62,3.641111,6.019,7.076521,90.0,90.0,90.0
483,Ba2Te4,0.3421,140,6.863422,6.863422,6.863422,116.3382,116.3382,96.46884
484,As8Rb8,0.5887,19,6.734592,7.086788,12.23911,90.0,90.0,90.0
485,F4Ni2,4.0074,136,4.7080020000000005,4.707991,3.112992,90.0,90.0,90.0
486,Eu1S1,0.7159,225,4.244194,4.244194,4.244194,60.0,60.0,60.0
487,S1Sr1,1.7907000000000002,221,3.669546,3.669546,3.669546,90.0,90.0,90.0
488,N8Si6,4.244,176,7.659372,7.659312,2.925216,90.0,90.0,119.9994
489,In1P1,0.5778,216,4.199951,4.199951,4.199951,60.0,60.0,60.0
490,O32Si16,5.4475,120,10.20307,10.20307,8.610013,90.0,90.0,90.0
491,O8Si4,5.2349,60,4.114274,4.529313,5.082137,90.0,90.0,90.0
492,Cd1Te1,0.7091000000000001,216,4.667966,4.667966,4.667966,60.0,60.0,60.0
493,Rb2Te1,1.8908,225,6.081027,6.081027,6.081027,60.0,60.0,60.0
494,Cl8Hg4,2.8571,62,4.501268,6.419145,13.15665,90.0,90.0,90.0
495,La8S16,0.4696,62,4.178172,8.215749,16.58963,90.0,90.0,90.0
496,Cl1K1,5.0422,225,4.514712,4.514712,4.514712,60.0,60.0,60.0
497,In16O24,1.1213,206,8.867031,8.867031,8.867031,109.4712,109.4712,109.4712
498,As2I6,2.2221,148,8.588085,8.588085,8.588085,51.5548,51.5548,51.5548
499,Co4Sb12,0.1516,204,7.87287,7.87287,7.87287,109.4712,109.4712,109.4712
500,Al4S6,2.4304,167,6.509108,6.509108,6.509108,55.63902,55.63902,55.63902
501,O2Pb2,1.6200999999999999,129,4.046837,4.046837,5.45464,90.0,90.0,90.0
502,Ge16S32,2.2302,14,16.39567,6.846993,12.26741,89.05972,90.0,90.0
503,Ba8Br16,3.9155,2,8.490418,10.14678,11.642430000000001,70.135,91.01195,86.66332
504,F4Mg2,6.8609,58,3.091085,4.651943,4.72389,90.0,90.0,90.0
505,C6Mg4,1.6676000000000002,58,3.74715,5.2891829999999995,6.440191,90.0,90.0,90.0
506,O1Zn1,2.1394,225,2.975948,2.975948,2.975948,60.0,60.0,60.0
507,Mg1S1,2.7702999999999998,225,3.6932359999999997,3.6932359999999997,3.6932359999999997,60.0,60.0,60.0
508,Ba4Cl8,5.1175,62,4.835298,8.007648,9.556696,90.0,90.0,90.0
509,Pb1Te1,0.7988000000000001,225,4.636535,4.636535,4.636535,60.0,60.0,60.0
510,Li2Te1,2.4961,225,4.614033,4.614033,4.614033,60.0,60.0,60.0
511,Ge4Se4,0.3921,62,3.818208,4.618549,12.48274,90.0,90.0,90.0
512,Co6O8,0.3108,227,5.962279,5.962279,5.962279,60.0,60.0,60.0
513,Bi8O12,2.2694,14,8.338262,5.934206,7.611228,66.5385,90.0,90.0
514,F2Xe1,2.7218999999999998,139,4.837552,4.837552,4.837552,124.2639,124.2639,82.76083
515,Bi8Se12,0.9903000000000001,62,4.168695,11.62897,12.22067,90.0,90.0,90.0
516,Se1Zn1,1.6973,216,4.010785,4.010785,4.010785,60.0,60.0,60.0
517,Eu4I8,3.0917,62,4.991544,8.463545,12.45443,90.0,90.0,90.0
518,Sn1Te1,0.0747,225,4.562555,4.562555,4.562555,60.0,60.0,60.0
519,O4Ti2,2.5295,141,5.563092,5.563092,5.563092,139.2816,139.2816,58.94566
520,Fe2Se2,0.49050000000000005,67,4.237635,4.237635,5.642995,90.0,90.0,90.67572
521,Cl1Na1,5.0564,225,4.005774,4.005774,4.005774,60.0,60.0,60.0
522,As6Ge6,0.2031,12,8.180212,8.180212,9.661694,78.96813,78.96813,27.26858
523,In8O12,0.2366,62,3.209794,5.820502,13.27329,90.0,90.0,90.0
524,Mg1O1,4.4692,225,3.007239,3.007239,3.007239,60.0,60.0,60.0
525,Br4Cd2,2.8925,186,4.045357,4.045332,13.11323,90.0,90.0,120.0002
526,I12Sb4,2.1401,14,11.7219,7.982751,8.773835,70.59667,90.0,90.0
527,Cl1Rb1,4.8345,225,4.738239,4.738239,4.738239,60.0,60.0,60.0
528,Br1K1,3.9233000000000002,221,4.023177,4.023177,4.023177,90.0,90.0,90.0
529,Pb1Se1,0.39840000000000003,225,4.386919,4.386919,4.386919,60.0,60.0,60.0
530,O16Pb12,1.1461999999999999,55,6.782418,8.754215,9.287428,90.0,90.0,90.0
531,Bi8O14,1.0525,2,7.902582,7.039475,6.829503,102.3665,89.07007,107.0704
532,P10Y2,0.1222,11,9.440481,4.962784,5.364223,77.79333,90.0,90.0
533,N8Si6,4.2467,176,7.660543,7.66051,2.924976,90.0,90.0,119.9996
534,Ca1Se1,2.0662,225,4.211134,4.211134,4.211134,60.0,60.0,60.0
535,O6Si3,5.7018,154,4.995638,4.995642,5.471955,90.00199,89.99133,119.9985
536,Ge1Te1,0.6344000000000001,160,4.303242,4.303242,4.303242,58.99986,58.99986,58.99986
537,Cl16S8,2.1039,19,4.955679,9.770406,17.54007,90.0,90.0,90.0
538,F5U1,3.9932,87,5.387134,5.387134,5.387134,100.3557,100.3557,129.8278
539,Ga4Se4,0.8912,187,3.81213,3.81213,16.51018,90.0,90.0,120.0024
540,S24Zn24,2.6915,156,3.797851,3.797792,74.49593,90.00002,90.0,120.0005
541,C6N8,2.891,220,4.71952,4.71952,4.71952,109.4712,109.4712,109.4712
542,Be1O1,6.8513,216,2.704473,2.704473,2.704473,60.0,60.0,60.0
543,In2Se2,0.3603,160,8.910754,8.910754,8.910754,26.44316,26.44316,26.44316
544,F4Ni2,4.0086,136,4.706536,4.706536,3.11482,90.0,90.0,90.0
545,Se2Zr1,0.292,164,3.799329,3.799314,6.5588750000000005,90.00285,90.0,120.0001
546,Cd10I20,2.3928000000000003,156,4.308418,4.308419,72.64801,90.00143,89.99857,120.0009
547,O4Ti2,2.2608,136,4.670915,4.670915,3.023711,90.0,90.0,90.0
548,S24Zn24,2.6813000000000002,156,3.7984,3.798378,74.49065,90.0,90.0,120.0002
549,Rb8Te12,0.6345000000000001,62,4.759303,10.9216,16.17233,90.0,90.0,90.0
550,Mn4Se8,0.6909000000000001,205,6.072395,6.072395,6.072395,90.0,90.0,90.0
551,O36Si18,5.5748,65,11.9327,11.9327,7.554441,90.0,90.0,105.5042
552,F3La1,5.2225,139,4.336693,4.336693,4.336693,125.8739,125.8739,80.09542
553,S4Zn4,2.7068,186,3.797271,3.797271,12.42427,90.0,90.0,120.0029
554,F18U6,2.8611,185,7.247353,7.247353,7.463693,90.0,90.0,119.9197
555,H8O4,5.5151,4,4.29202,4.404746,7.110766,90.0,90.0,118.1598
556,O6Si3,5.7078,154,4.984144,4.984623,5.471327,89.99849,90.00319,120.0098
557,Al4Br12,4.1311,14,7.633398,7.948952,11.40353,81.42978,90.0,90.0
558,Co9Se8,0.8371000000000001,225,8.055668,8.055668,8.055668,60.0,60.0,60.0
559,O16Si8,5.547,15,7.235512,7.235512,7.232535,75.51836,75.51836,119.8251
560,O24Y16,4.0531,206,9.269579,9.269579,9.269579,109.4712,109.4712,109.4712
561,Li3N1,0.9882000000000001,191,3.65046,3.650277,3.886489,90.0,90.0,120.0017
562,Br2Cu2,0.9635,194,4.152283,4.152283,6.563197,90.0,90.0,119.986
563,Rb4Te2,1.3659,194,6.153236,6.15299,8.108101,90.0,90.0,120.0013
564,As16S16,2.3869,14,18.48523,7.672937,9.83634,82.75102,90.0,90.0
565,Cd1I2,2.4565,164,4.3127379999999995,4.312714,7.298009,90.00296,90.0,120.0002
566,F18La6,7.7138,185,7.300429,7.300362,7.468153,90.0,90.0,120.0003
567,O8Si4,5.5343,92,5.054405,5.054405,7.058113,90.0,90.0,90.0
568,Al4O6,5.844,167,5.17993,5.17993,5.17993,55.31941,55.31941,55.31941
569,O16Si8,5.54,15,7.234883,7.234883,7.252351,75.40342,75.40342,119.6627
570,N8Si6,4.252,176,7.660425,7.66037,2.924172,90.0,90.0,119.9997
571,I24Pb12,2.355,156,4.651625,4.651678,88.53775,90.00307,90.0,119.9996
572,Co2S2,0.2773,194,3.578965,3.579094,5.848703,90.0,90.0,119.9988
573,I12Pt4,0.3508,15,7.094706,7.094706,13.531600000000001,84.34816000000001,84.34816000000001,121.1009
574,As8O12,3.8947000000000003,14,6.552832,4.976267,12.98981,88.91381,90.0,90.0
575,Mn4S8,1.2336,205,5.648033,5.648033,5.648033,90.0,90.0,90.0
576,S2V2,0.3992,194,3.631456,3.631456,6.108736,90.0,90.0,120.0031
577,Al4O6,5.8596,167,4.807218,4.807218,5.178589,62.34387,62.34387,59.99459
578,Bi2Te3,0.277,166,10.62765,10.62765,10.62765,24.23476,24.23476,24.23476
579,Ce1O2,2.4184,225,3.8851,3.8851,3.8851,60.0,60.0,60.0
580,Fe2P8,1.1907,20,5.730139,5.730139,5.580646,90.0,90.0,127.8758
581,O2Zr1,3.1229,225,3.642606,3.642606,3.642606,60.0,60.0,60.0
582,Ga14Te20,0.8797,155,10.37389,10.37389,10.37389,89.49353,89.49353,89.49353
583,Mn1Se1,0.39840000000000003,225,3.915522,3.915522,3.915522,60.0,60.0,60.0
584,K4P6,0.7047,69,8.606902,8.408046,6.425871,69.46288,66.17865,44.35847
585,O32Si16,5.6233,114,11.58219,11.57766,5.19434,90.0,90.0,90.0
586,Cl20U4,2.2314,14,12.31286,8.035956,11.597480000000001,95.89525,90.0,90.0
587,Pb1S1,0.46530000000000005,225,4.246201,4.246201,4.246201,60.0,60.0,60.0
588,O8Zr4,3.4518,14,5.286737,5.215833,5.393031,80.39643,90.0,90.0
589,Ga1P1,1.6437,216,3.883844,3.883844,3.883844,60.0,60.0,60.0
590,S2Zn2,2.743,186,3.797951,3.7976609999999997,6.214603,90.0,90.0,120.0025
591,Se4Sn4,0.6331,62,4.290694,4.490485,12.0397,90.0,90.0,90.0
592,O4Si2,5.005,136,4.232724,4.232724,2.693631,90.0,90.0,90.0
593,O16Ti8,2.5734,61,5.267228,5.5427800000000005,9.352092,90.0,90.0,90.0
594,Cl36N12,2.1809,62,8.576115,9.995972,17.65612,90.0,90.0,90.0
595,Pd8S8,0.26880000000000004,84,6.515994,6.515994,6.682582,90.0,90.0,90.0
596,Be1S1,3.1433,216,3.447059,3.447059,3.447059,60.0,60.0,60.0
597,Ge3O6,3.1387,152,5.072271,5.072225,5.752809,89.99642,90.00387,120.0051
598,O12Sb8,3.3292,227,8.104431,8.104431,8.104431,60.0,60.0,60.0
599,O2Tl4,0.5897,12,3.6215349999999997,3.6215349999999997,13.39038,82.35242,82.35242,60.18487
600,As16S16,2.3931,14,18.8419,7.644664,9.801523,82.68338,90.0,90.0
601,O2Zn2,1.823,186,3.198182,3.19798,5.129922,90.0,90.0,120.0021
602,As1Ga1,0.29460000000000003,216,4.055389,4.055389,4.055389,60.0,60.0,60.0
603,Al4O6,5.8487,167,5.180812,5.180812,5.180812,55.29854,55.29854,55.29854
604,Sr1Te1,1.7635,225,4.756289,4.756289,4.756289,60.0,60.0,60.0
605,Cl2In2,1.3239,63,6.546329,6.546329,4.532015,90.0,90.0,141.1139
606,Ni1O1,1.7922,225,2.989013,2.989013,2.989013,60.0,60.0,60.0
607,Fe2Se2,0.5846,67,4.424899,4.424899,5.514704,90.0,90.0,89.36654
608,Pb1Te1,0.7988000000000001,225,4.636535,4.636535,4.636535,60.0,60.0,60.0
609,Ge1Te1,0.335,166,4.241777,4.241777,4.241777,60.24309,60.24309,60.24309
610,Cu3N1,0.5149,221,3.819823,3.819823,3.819823,90.0,90.0,90.0
611,Os16Si24,0.884,60,5.611342,9.011729,11.21192,90.0,90.0,90.0
612,Rb4Te4,0.7967000000000001,55,4.92264,5.9450389999999995,11.33157,90.0,90.0,90.0
613,Br10La4,0.2301,11,4.314397,8.107625,13.75815,89.67814,90.0,90.0
614,Cl1K1,5.0553,225,4.508724,4.508724,4.508724,60.0,60.0,60.0
615,Ca1F2,7.1319,225,3.897037,3.897037,3.897037,60.0,60.0,60.0
616,Ga2N2,1.9094000000000002,186,3.204983,3.204983,5.220722,90.0,90.0,119.9972
617,S4V2,0.19640000000000002,194,3.313899,3.313899,22.3988,90.0,90.0,119.8676
618,O2Sn2,0.5238,129,3.907941,3.907941,5.082946,90.0,90.0,90.0
