,full_formula,DebyeTemp,spacegroup.number,structure.lattice.a,structure.lattice.b,structure.lattice.c,structure.lattice.alpha,structure.lattice.beta,structure.lattice.gamma
2844,Ru1Sb1Zr1,276.156,216,4.477145,4.477145,4.477145,60.0,60.0,60.0
2845,Ba1Ge3Ir1,272.649,107,6.081308,6.081308,6.081308,135.7458,135.7458,64.37354
2846,In4S10Zn4,259.875,186,3.890466,3.8904449999999997,30.72291,90.0,90.0,120.0002
2847,Ba2H2I2,176.34,129,4.7503589999999996,4.7503589999999996,7.893839,90.0,90.0,90.0
2848,Au2Sn2Tb2,199.278,194,4.741658,4.741383,7.478183,90.0,90.0,120.0019
2849,Ge2Ho1Pd2,228.074,139,5.869389,5.869389,5.869389,137.2535,137.2535,62.04826
2850,Au2In1Th1,122.009,225,5.124418,5.124418,5.124418,60.0,60.0,60.0
2851,Pt4Sc4Si4,345.815,62,4.171717,6.655193,7.328756,90.0,90.0,90.0
2852,B1Rh3Zr1,425.91,221,4.127685,4.127685,4.127685,90.0,90.0,90.0
2853,Pb2Sr2Zn2,203.462,194,4.76835,4.768263,9.121918,90.0,90.0,120.0006
2854,Al2Ge2Y2,393.661,63,5.612712,5.612712,5.78124,90.0,90.0,137.5147
2855,Al2N6Ta8,396.453,194,3.087258,3.087273,24.67585,90.0,90.0,119.9998
2856,Cs2O12Te4,438.118,227,7.472679,7.472679,7.472679,60.0,60.0,60.0
2857,Al2Dy2Zn2,328.956,194,4.477989,4.477989,7.181505,90.0,90.0,120.0014
2858,As1F6Na1,234.161,225,5.785541,5.785541,5.785541,60.0,60.0,60.0
2859,Cs2Cu2O4,195.234,63,6.663411,6.663411,5.492554,90.0,90.0,132.5208
2860,Ge4Rh4Tb4,271.628,62,4.339922,6.979239,7.531686,90.0,90.0,90.0
2861,O12Se4Sr4,267.918,62,4.490282,5.597232,12.81599,90.0,90.0,90.0
2862,Cd2Sc4Se8,227.234,227,8.082295,8.082295,8.082295,60.0,60.0,60.0
2863,Er3Rh3Sn3,242.745,189,7.628781,7.628867,3.738569,90.0,90.0,119.9996
2864,Cd1Dy1Ni4,299.936,216,4.951204,4.951204,4.951204,60.0,60.0,60.0
2865,Ca1Rh2Si2,454.515,139,5.764464,5.764464,5.764464,138.3671,138.3671,60.34125
2866,Cl2F2Yb2,238.046,129,3.937115,3.937115,6.892984,90.0,90.0,90.0
2867,Ni12P7Yb2,387.576,174,9.018579,9.018285,3.634604,90.0,90.0,119.9974
2868,Ge2Mg2O6,483.834,63,4.946845,4.946845,7.030031,90.0,90.0,146.4843
2869,La4O4Se3,278.981,38,7.030525,7.030525,8.664926,90.0,90.0,145.6699
2870,Cs2I6Pd1,89.8283,225,8.255586,8.255586,8.255586,60.0,60.0,60.0
2871,Cd2Ho4S8,231.447,227,7.957909,7.957909,7.957909,60.0,60.0,60.0
2872,O6Pt3Zn1,337.969,65,6.15929,6.15929,3.192835,90.0,90.0,108.5865
2873,Er3In3Pt3,186.671,189,7.580564,7.580564,3.855653,90.0,90.0,120.0008
2874,Ge6Ir7Yb4,298.204,229,7.244838,7.244838,7.244838,109.4712,109.4712,109.4712
2875,Cu18Ga15Mg6,313.366,200,8.299061,8.299061,8.299061,90.0,90.0,90.0
2876,S12Sn2Ta6,299.06,193,5.839556,5.839556,14.8424,90.0,90.0,120.0
2877,B1Rh3Sc1,454.591,221,4.131241,4.131241,4.131241,90.0,90.0,90.0
2878,N4Se2Zr4,433.561,194,3.681819,3.68168,13.33539,90.0,90.0,120.0013
2879,Cr4Cu2Se8,229.32,227,7.474913,7.474913,7.474913,60.0,60.0,60.0
2880,O3Sr1Ti1,661.839,221,3.972715,3.972715,3.972715,90.0,90.0,90.0
2881,Dy1Ge2Ru2,313.551,139,5.7423079999999995,5.7423079999999995,5.7423079999999995,136.2878,136.2878,63.53573
2882,In4Mg2S8,289.576,227,7.680134,7.680134,7.680134,60.0,60.0,60.0
2883,F12Li2V4,459.979,136,4.771176,4.771176,9.447206,90.0,90.0,90.0
2884,Ru4Sn6Y1,295.825,121,6.987633,6.987633,6.987633,120.3136,120.3136,89.45764
2885,K4O6Pb4,175.486,199,7.4642859999999995,7.4642859999999995,7.4642859999999995,109.4712,109.4712,109.4712
2886,Dy3Rh3Sn3,230.347,189,7.607279,7.607279,3.8238719999999997,90.0,90.0,119.9996
2887,Cd4Sb4Tl4,133.292,62,4.977855,8.452722,8.521461,90.0,90.0,90.0
2888,Mg2Pd4Tb4,207.25,127,7.648283,7.648283,3.828729,90.0,90.0,90.0
2889,Hg3La3Pd3,180.217,189,7.897088,7.897088,4.075822,90.0,90.0,119.9999
2890,Bi4K12Te12,109.682,198,10.52381,10.52381,10.52381,89.99958,89.99958,89.99958
2891,Ge3O9Sr3,310.347,189,7.042243,7.042243,5.781643,90.0,90.0,120.0
2892,Au1Ho1Sn1,201.471,216,4.757157,4.757157,4.757157,60.0,60.0,60.0
2893,Ge4La2Pd2,260.162,63,9.003344,9.003344,4.463116,90.0,90.0,151.4351
2894,Gd4O14Sn4,462.877,227,7.552464,7.552464,7.552464,60.0,60.0,60.0
2895,Er3P6Pd20,243.737,225,8.621616,8.621616,8.621616,60.0,60.0,60.0
2896,Ag4As4S4,179.214,62,3.9470549999999998,6.199672,12.1598,90.0,90.0,90.0
2897,Ir4P4Se4,423.644,198,5.8489629999999995,5.8489629999999995,5.8489629999999995,90.0,90.0,90.0
2898,Mo2Ni2P4,549.576,194,3.326456,3.3265190000000002,11.25092,90.0,90.0,119.9994
2899,C4Ni8W16,412.594,227,8.023402,8.023402,8.023402,60.0,60.0,60.0
2900,Bi4Ga4O12,323.16,54,5.188597,5.494189,10.08896,90.0,90.0,90.0
2901,Ge4Ir4Y4,253.592,62,4.379424,6.92204,7.482757,90.0,90.0,90.0
2902,Au2Ca1Si2,253.129,139,5.933954,5.933954,5.933954,136.9084,136.9084,62.579
2903,Cu2F6K2,373.899,127,5.927448,5.927448,3.988176,90.0,90.0,90.0
2904,Ge4Ho4Ir4,272.983,62,4.300919,6.859062,7.554771,90.0,90.0,90.0
2905,Hf4Ni4Si4,425.421,62,3.7851559999999997,6.413097,7.204371,90.0,90.0,90.0
2906,Hf2La6Sb10,215.39,193,9.703054,9.703152,6.406755,90.0,90.0,120.0001
2907,Re3Si3Ti3,483.243,189,6.8539390000000004,6.8539390000000004,3.281888,90.0,90.0,120.0
2908,C1Ca1Pd3,189.698,221,4.277727,4.277727,4.277727,90.0,90.0,90.0
2909,Li1Pd2Tl1,223.318,139,4.773051,4.773051,4.773051,127.672,127.672,77.15692
2910,Cu4Ho4In2,211.914,127,7.5054680000000005,7.5054680000000005,3.728164,90.0,90.0,90.0
2911,As1Mg1Pt5,268.435,123,3.955591,3.955591,7.166075,90.0,90.0,90.0
2912,As2O8Tb2,410.379,141,5.996205,5.996205,5.996205,106.4205,106.4205,115.7618
2913,Ag4Al4O8,352.63,33,5.483111,5.449046,7.077639,90.0,90.0,90.0
2914,Ni1Si3Sr1,441.936,107,5.721402,5.721402,5.721402,137.0331,137.0331,62.38706
2915,Ag3Ge3Tb3,185.019,189,7.407265,7.407205,4.114516,90.0,90.0,120.0003
2916,B14Mn2Y6,762.558,63,8.053386,8.053386,9.305211,90.0,90.0,155.164
2917,Cd1Cu1Sb1,92.9564,216,4.654951,4.654951,4.654951,60.0,60.0,60.0
2918,Al2B2Ru3,510.508,65,8.959093,8.959093,2.932835,90.0,90.0,160.439
2919,Cu2Ga2Te4,216.858,122,7.454792,7.454792,7.454792,131.6219,131.6219,70.82683
2920,B1Pb1Sc3,403.442,221,4.762087,4.762087,4.762087,90.0,90.0,90.0
2921,Dy3In1N1,309.097,221,4.819394,4.819394,4.819394,90.0,90.0,90.0
2922,Au2In1Ti1,147.354,225,4.71707,4.71707,4.71707,60.0,60.0,60.0
2923,As2C2V6,454.811,63,5.326541,5.326541,7.719287,90.0,90.0,145.3164
2924,Ce4O28P8,421.155,205,8.919838,8.919838,8.919838,90.0,90.0,90.0
2925,Cu2Si2Y2,417.963,194,4.164658,4.164581,7.483243,90.0,90.0,120.0006
2926,Cu2Dy2Pb2,238.67,186,4.6328309999999995,4.632607,7.379833,90.0,90.0,120.0016
2927,Co3Hf3Sn3,227.164,189,7.275676,7.275676,3.820582,90.0,90.0,120.0013
2928,Cu1Mg1Sb1,286.006,216,4.4214839999999995,4.4214839999999995,4.4214839999999995,60.0,60.0,60.0
2929,As4Na12S12,249.031,198,8.596733,8.596733,8.596733,90.0,90.0,90.0
2930,Dy1In1Pt4,228.989,216,5.365516,5.365516,5.365516,60.0,60.0,60.0
2931,As4Ge2Zn2,308.206,122,6.9701,6.9701,6.9701,131.3388,131.3388,71.27542
2932,Fe1O3Sr1,554.32,221,3.907475,3.907475,3.907475,90.0,90.0,90.0
2933,Cs1K2Sb1,147.026,225,6.185754,6.185754,6.185754,60.0,60.0,60.0
2934,Au8Er8Sn4,181.259,136,7.875083,7.875083,7.453618,90.0,90.0,90.0
2935,B8Ir4Mo8,504.33,58,3.258327,7.403034,9.440991,90.0,90.0,90.0
2936,Ge6Ir7Sc4,379.207,229,7.104796,7.104796,7.104796,109.4712,109.4712,109.4712
2937,Ni3Pd3Si3,385.027,189,6.133206,6.133206,3.4616,90.0,90.0,120.0002
2938,F3K1Ni1,445.666,221,4.072523,4.072523,4.072523,90.0,90.0,90.0
2939,Al2H8Na2,595.461,36,7.20761,7.20761,5.099414,90.0,90.0,151.6331
2940,Al2Li1Pt1,391.043,225,4.292088,4.292088,4.292088,60.0,60.0,60.0
2941,Ho1Rh3Si2,430.272,191,5.506442,5.506442,3.6329409999999998,90.0,90.0,120.0016
2942,Ag2Er2S4,238.314,109,7.115365,7.115365,7.115365,135.2156,135.2156,65.19545
2943,N4Nb16Ni8,476.763,227,8.23919,8.23919,8.23919,60.0,60.0,60.0
2944,La1Ru2Si2,404.597,139,5.839682,5.839682,5.839682,137.3551,137.3551,61.89215
2945,Mg4Pt2Si2,372.917,194,4.294872,4.294872,8.531502,90.0,90.0,120.0033
2946,Ge6Lu4Ru7,350.3,229,7.159925,7.159925,7.159925,109.4712,109.4712,109.4712
2947,Bi4Pt4Se4,186.52,198,6.52277,6.52277,6.52277,90.0,90.0,90.0
2948,Co4O14Sb4,537.441,227,7.188796,7.188796,7.188796,60.0,60.0,60.0
2949,Nb1Ru1Sb1,335.503,216,4.376198,4.376198,4.376198,60.0,60.0,60.0
2950,Ge6Ho4Ir7,336.909,229,7.23225,7.23225,7.23225,109.4712,109.4712,109.4712
2951,Ho4Ir4Si4,308.056,62,4.221099,6.830071,7.364145,90.0,90.0,90.0
2952,Mo4Si4Zr4,479.997,62,3.545886,7.016372,8.260397,90.0,90.0,90.0
2953,Ag2Ba1Sn2,189.284,139,6.81866,6.81866,6.81866,137.6337,137.6337,61.46454
2954,Nb1O3Sr1,506.163,221,4.074005,4.074005,4.074005,90.0,90.0,90.0
2955,B3Pt6Y3,262.678,180,5.330249,5.330249,7.983114,90.0,90.0,120.0
2956,C2Cr4Ga2,454.778,194,3.037111,3.037086,13.24576,90.0,90.0,120.0003
2957,Dy4Hf4O14,451.486,227,7.425802,7.425802,7.425802,60.0,60.0,60.0
2958,Al1La3N1,299.734,221,5.15342,5.15342,5.15342,90.0,90.0,90.0
2959,B8Dy2Rh8,441.456,137,5.317677,5.317677,7.445875,90.0,90.0,90.0
2960,Ag3As3Ca3,295.184,189,7.294744,7.294717,4.300682,90.0,90.0,120.0001
2961,As3Cr3Ni3,391.423,189,5.908268,5.908268,3.74571,90.0,90.0,120.0223
2962,Ga1Li1Si1,472.903,216,4.164183,4.164183,4.164183,60.0,60.0,60.0
2963,In2Li2O4,459.395,141,5.638717,5.638717,5.638717,134.5577,134.5577,66.21826
2964,B8Dy4Os4,451.699,62,5.316521,5.902402,6.371919,90.0,90.0,90.0
2965,Lu4Mg2S8,264.612,227,7.799051,7.799051,7.799051,60.0,60.0,60.0
2966,Hf4Pt4Si4,349.005,62,3.893033,6.576851,7.549915,90.0,90.0,90.0
2967,Ag2Er1In1,160.117,225,4.915512,4.915512,4.915512,60.0,60.0,60.0
2968,Cu4In1Sc1,359.185,216,5.031219,5.031219,5.031219,60.0,60.0,60.0
2969,C2Ge2V4,567.201,194,3.048112,3.048112,12.09218,90.0,90.0,120.0011
2970,Ca6Cr2N6,509.128,63,6.689575,6.689575,5.045,90.0,90.0,100.6892
2971,Os4P4Zr4,422.239,62,3.9233279999999997,6.486618,7.337671,90.0,90.0,90.0
2972,Ge4Hf4Ir4,312.909,62,4.035196,6.532895,7.534193,90.0,90.0,90.0
2973,Cl3Mn1Tl1,203.81,221,5.095861,5.095861,5.095861,90.0,90.0,90.0
2974,Ba1Li1Si1,242.92,187,4.947328,4.947328,3.992903,90.0,90.0,120.0077
2975,In2Na10O8,356.624,59,5.514808,7.429534,7.67041,90.0,90.0,90.0
2976,Li8Mg4Si4,617.705,215,6.357765,6.357765,6.357765,90.0,90.0,90.0
2977,B1Ho1Rh3,381.477,221,4.185723,4.185723,4.185723,90.0,90.0,90.0
2978,Al2Co1Zr6,355.503,189,7.942295,7.9432089999999995,3.319461,90.0,90.0,119.9962
2979,Ge26Rh8Y6,363.186,223,9.010351,9.010351,9.010351,90.0,90.0,90.0
2980,Hg1P1Pt5,215.262,123,3.947818,3.947818,7.225844,90.0,90.0,90.0
2981,C1Sc3Tl1,438.646,221,4.6230329999999995,4.6230329999999995,4.6230329999999995,90.0,90.0,90.0
2982,Cu2Ho2Sn2,267.382,194,4.548069,4.548069,7.403188,90.0,90.0,120.0019
2983,Al4Cd2Se8,263.716,227,7.747994,7.747994,7.747994,60.0,60.0,60.0
2984,Pt4Sb4Se4,223.023,198,6.405279,6.405279,6.405279,90.0,90.0,90.0
2985,B6H24Y2,540.222,226,7.802119,7.802119,7.802119,60.0,60.0,60.0
2986,Er1Ni2Si2,401.512,139,5.454359,5.454359,5.454359,137.5147,137.5147,61.64702
2987,In2S4Tl2,205.874,194,3.895912,3.8958459999999997,15.04911,90.0,90.0,120.0006
2988,O28P8Si4,766.509,205,7.732334,7.732334,7.732334,90.0,90.0,90.0
2989,Al6C8Zr4,796.364,194,3.363649,3.36365,22.32953,90.0,90.0,120.0
2990,Au2Sn2Y2,212.908,194,4.737271,4.737271,7.463231,90.0,90.0,119.9994
2991,Ge12Ir8S12,339.411,200,8.436636,8.436636,8.436636,90.0,90.0,90.0
2992,Pd4Sb4Se4,220.501,198,6.413555,6.413555,6.413555,90.0,90.0,90.0
2993,Al8C4Nb12,564.004,213,7.135726,7.135726,7.135726,90.0,90.0,90.0
2994,Ni2O2Zr6,393.637,63,5.732858,5.732858,8.838928,90.0,90.0,145.9765
2995,As2La1Ni2,349.464,139,5.810042,5.810042,5.810042,138.0039,138.0039,60.89703
2996,Rh2Si2Th1,400.116,139,5.927045,5.927045,5.927045,139.2913,139.2913,58.93097
2997,Bi4In4O12,334.305,62,5.664871,6.069183,8.189969,90.0,90.0,90.0
2998,Na4Ni2O4,400.189,36,5.290903,5.290903,8.312177,90.0,90.0,148.8239
2999,Bi2Co1Hf6,253.517,189,7.865484,7.865484,3.600069,90.0,90.0,120.0007
3000,Ho2Mg2Sn2,260.789,139,8.562067,8.562067,8.562067,150.2004,150.2004,42.64734
3001,Cu2Sb2Yb2,232.184,186,4.498918,4.498918,8.038761,90.0,90.0,119.998
3002,Nb1Rh1Sb1,260.731,216,4.395149,4.395149,4.395149,60.0,60.0,60.0
3003,Ga1P1Pt5,261.921,123,3.922079,3.922079,6.906941,90.0,90.0,90.0
3004,Au1Pb1Tb1,177.956,216,4.834106,4.834106,4.834106,60.0,60.0,60.0
3005,Cu2In1Ti1,309.605,225,4.443679,4.443679,4.443679,60.0,60.0,60.0
3006,Ho1Ir2Si2,379.623,139,5.722002,5.722002,5.722002,138.5127,138.5127,60.11864
3007,Mn4Si4Tb4,350.624,62,4.385301,7.269946,6.578558,90.0,90.0,90.0
3008,La3Pd3Tl3,167.449,189,8.029588,8.029588,4.054789,90.0,90.0,120.0002
3009,B8Th2W2,580.076,65,6.211862,6.211862,3.831767,90.0,90.0,104.3878
3010,B4H16Hf1,268.025,215,6.019132,6.019132,6.019132,90.0,90.0,90.0
3011,Au1Li2Tl1,130.373,216,4.724938,4.724938,4.724938,60.0,60.0,60.0
3012,Rh4Sb4Se4,333.614,198,6.254103,6.254103,6.254103,90.0,90.0,90.0
3013,Ca1O3Zr1,596.516,221,4.162,4.162,4.162,90.0,90.0,90.0
3014,I2La10Sn6,211.629,193,9.853667,9.853667,7.191355,90.0,90.0,120.0004
3015,Ga6Hf6Pt6,287.518,189,7.138338,7.138338,7.08648,90.0,90.0,119.9993
3016,Co3Ge3Ti3,475.634,189,6.175903,6.175903,3.789974,90.0,90.0,119.9757
3017,Ge4La2Pt4,233.389,129,4.455164,4.455164,9.986856,90.0,90.0,90.0
3018,Ru2Si2Y1,437.81,139,5.59713,5.59713,5.59713,136.0745,136.0745,63.86521
3019,Ca1H3Rb1,358.648,221,4.518762,4.518762,4.518762,90.0,90.0,90.0
3020,Al2H8Th4,341.458,140,6.42897,6.42897,6.42897,105.6714,105.6714,117.3717
3021,Cs3I9Sb2,94.4508,164,8.669866,8.669869,10.60417,89.9993,90.00069,119.9993
3022,Ba1O3Pb1,184.286,221,4.672062,4.672062,4.672062,90.0,90.0,90.0
3023,Hf4Rh4Si4,389.512,62,3.906133,6.515623,7.431001,90.0,90.0,90.0
3024,Ga1Li2Pd1,280.324,216,4.30911,4.30911,4.30911,60.0,60.0,60.0
3025,Ge3Os3Sc3,400.606,189,7.061807,7.061807,3.475477,90.0,90.0,120.002
3026,Cd4Nb4O14,415.209,227,7.227426,7.227426,7.227426,60.0,60.0,60.0
3027,B1La1Rh3,307.992,221,4.290502,4.290502,4.290502,90.0,90.0,90.0
3028,Cs2Cu2F8,167.607,140,7.567598,7.567598,7.567598,130.3319,130.3319,72.87675
3029,F3K1Mg1,521.482,221,4.054847,4.054847,4.054847,90.0,90.0,90.0
3030,Al16Pd7Zr6,469.029,225,8.782742,8.782742,8.782742,60.0,60.0,60.0
3031,Cd4O8Sn2,334.596,55,3.281155,5.674899,10.11957,90.0,90.0,90.0
3032,Na4O12Sb4,598.613,62,5.476367,5.535293,7.792243,90.0,90.0,90.0
3033,Ba1Pt1Sb1,169.08,187,4.585171,4.584812,4.964917,90.0,90.0,120.0026
3034,Co2Se2Tl1,169.354,139,6.798986,6.798986,6.798986,145.3233,145.3233,49.85294
3035,C8Dy8Re4,336.964,62,5.124615,6.58943,9.867885,90.0,90.0,90.0
3036,Cu4Ge4Zr4,386.01,62,4.013114,6.591209,7.45266,90.0,90.0,90.0
3037,Au3Cd3La3,144.366,189,8.001442,8.001385,4.222438,90.0,90.0,120.0002
3038,Cl10Cs2Pb4,134.301,140,9.665748,9.665748,9.665748,129.6424,129.6424,73.97911
3039,Ge4Mn4Yb4,258.047,62,4.411784,7.435958,8.239566,90.0,90.0,90.0
3040,Co1Sb1Ta1,308.486,216,4.206008,4.206008,4.206008,60.0,60.0,60.0
3041,Ca2Sn2Zn2,293.434,186,4.705702,4.705702,7.621268,90.0,90.0,120.0004
3042,Co2Si1Ti1,540.485,225,4.118484,4.118484,4.118484,60.0,60.0,60.0
3043,Ge4N8Sr8,334.794,64,6.354865,6.354865,12.26563,90.0,90.0,129.1194
3044,Ho1Pt1Sb1,234.749,216,4.647646,4.647646,4.647646,60.0,60.0,60.0
3045,Fe2In1Ti1,457.862,225,4.319246,4.319246,4.319246,60.0,60.0,60.0
3046,Dy4Rh6Sn10,229.443,36,13.5977,13.5977,7.269589,90.0,90.0,161.1255
3047,Ge4Rh4Tb4,241.725,62,4.411788,6.938188,7.455811,90.0,90.0,90.0
3048,Cu4Ge4Hf4,322.456,62,3.9564,6.512952,7.464906,90.0,90.0,90.0
3049,In2Li2Te4,159.286,122,7.867754,7.867754,7.867754,130.7661,130.7661,72.18496
3050,Cl6Rb2Te1,135.52,225,7.480375,7.480375,7.480375,60.0,60.0,60.0
3051,Ge4La1Rh6,359.06,187,7.230113,7.230113,3.8979619999999997,90.0,90.0,120.0
3052,In1P1Pd5,293.09,123,3.960792,3.960792,6.9944,90.0,90.0,90.0
3053,Cl6Te1Tl2,121.716,225,7.317435,7.317435,7.317435,60.0,60.0,60.0
3054,Er4Pt4Si4,287.808,62,4.2658570000000005,6.929633,7.424388,90.0,90.0,90.0
3055,As1B2P1,817.262,115,3.308184,3.308184,4.683486,90.0,90.0,90.0
3056,Ge4Ir4Sc4,336.965,62,4.175123,6.5734259999999995,7.500032,90.0,90.0,90.0
3057,Hf4Ho4O14,448.315,227,7.412185,7.412185,7.412185,60.0,60.0,60.0
3058,Mn2Nb6S12,381.321,182,5.841207,5.841207,12.94541,90.00001,89.99999,120.0004
3059,Mn2Si2Tb1,404.519,139,6.217645,6.217645,6.217645,141.5658,141.5658,55.48332
3060,Ni1Sb1Zn1,264.563,216,4.159358,4.159358,4.159358,60.0,60.0,60.0
3061,Bi1N1Sr3,272.135,221,5.258774,5.258774,5.258774,90.0,90.0,90.0
3062,Ba2Cd2Ge2,215.542,194,4.760006,4.759967,9.602256,90.0,90.0,120.0003
3063,Mn2N6Sr6,326.368,176,7.663299,7.6628,5.374853,90.0,90.0,119.9979
3064,Fe2Si2Tb2,338.07,129,4.094426,4.094426,6.33694,90.0,90.0,90.0
3065,I1K1O3,467.878,221,4.200479,4.200479,4.200479,90.0,90.0,90.0
3066,Ge1Mn1Pd2,213.929,225,4.4566,4.4566,4.4566,60.0,60.0,60.0
3067,Au7I1P10,248.076,162,6.2800650000000005,6.280042,11.29257,89.99982,89.99925,120.0008
3068,N4S2Zr4,474.311,194,3.648249,3.64823,12.90727,90.0,90.0,120.0002
3069,Ge26Ru8Tb6,307.377,223,9.021711,9.021711,9.021711,90.0,90.0,90.0
3070,Ni2Sb1Ti1,310.194,225,4.32756,4.32756,4.32756,60.0,60.0,60.0
3071,Ho1Os2Si2,338.682,139,5.612961,5.612961,5.612961,136.1717,136.1717,63.71496
3072,F4K2Mg1,409.849,139,7.249717,7.249717,7.249717,147.699,147.699,46.32997
3073,Ba2Br2H2,203.874,129,4.567531,4.567531,7.468425,90.0,90.0,90.0
3074,Ge3La1Rh1,296.057,107,5.976048,5.976048,5.976048,136.1066,136.1066,63.81563
3075,Ho2In2Zn2,258.403,194,4.683561,4.683561,7.098897,90.0,90.0,120.0016
3076,Ho3In3Pt3,193.029,189,7.592958,7.592958,3.868919,90.0,90.0,120.001
3077,Dy1Ni1Sb1,295.831,216,4.475353,4.475353,4.475353,60.0,60.0,60.0
3078,Ni1Sb1Ti1,351.395,216,4.223137,4.223137,4.223137,60.0,60.0,60.0
3079,Be4N4Sr2,623.255,140,5.503387,5.503387,5.503387,118.5892,118.5892,92.46153
3080,Ge2Rh2Th1,322.256,139,6.072547,6.072547,6.072547,139.493,139.493,58.62386
3081,Cu2Sb2Yb2,234.337,194,4.495869,4.495637,8.045727,90.0,90.0,120.0017
3082,Ho1In1Pt4,228.236,216,5.359056,5.359056,5.359056,60.0,60.0,60.0
3083,Al2Se4Tl2,167.824,140,6.648666,6.648666,6.648666,103.4975,103.4975,122.2215
3084,Cl1K1O4,215.845,216,5.383167,5.383167,5.383167,60.0,60.0,60.0
3085,Bi4Pd4Te4,172.838,198,6.750086,6.750086,6.750086,90.0,90.0,90.0
3086,In1Pd2Sc1,275.895,225,4.664739,4.664739,4.664739,60.0,60.0,60.0
3087,N3Ta1Th1,479.225,221,4.115752,4.115752,4.115752,90.0,90.0,90.0
3088,Al3Pt3Zr3,274.444,189,6.894474,6.894474,3.897092,90.0,90.0,119.9976
3089,C1Dy3Pb1,275.133,221,4.918807,4.918807,4.918807,90.0,90.0,90.0
3090,Ge4Ni4Ti4,455.438,62,3.760957,6.304682,7.199898,90.0,90.0,90.0
3091,Cs2Fe2O4,256.155,227,6.168989,6.168989,6.168989,60.0,60.0,60.0
3092,Ge4Pt4Se4,308.615,29,6.064192,6.089174,6.145444,90.0,90.0,90.0
3093,Er4Ge4Rh4,281.676,62,4.293709,6.868937,7.530212,90.0,90.0,90.0
3094,B1Er1Rh3,381.534,221,4.17858,4.17858,4.17858,90.0,90.0,90.0
3095,Bi4Rh4S4,295.472,198,6.21989,6.21989,6.21989,90.0,90.0,90.0
3096,Cr3Ge3Nb3,423.429,189,6.824998,6.824868,3.358067,90.0,90.0,120.0006
3097,Dy3Ga9Ru3,325.428,221,6.410554,6.410554,6.410554,90.0,90.0,90.0
3098,Ba1Cu2S2,277.085,139,6.925111,6.925111,6.925111,147.0255,147.0255,47.3261
3099,Fe2S6Ta9,296.902,189,10.4069,10.4069,3.384837,90.0,90.0,119.996
3100,B2Ho1Ru3,387.936,191,5.479092,5.480317,3.041937,90.0,90.0,120.0074
3101,O12Ta4V2,480.186,136,4.843304,4.843304,9.276109,90.0,90.0,90.0
3102,Ni2P2Zr1,382.931,139,5.418865,5.418865,5.418865,140.0697,140.0697,57.74755
3103,La2Pt4Si4,290.509,129,4.332941,4.332941,9.828038,90.0,90.0,90.0
3104,Au2Ho1Si2,244.74,139,5.940927,5.940927,5.940927,138.2639,138.2639,60.49909
3105,Al8Fe4Y1,397.739,139,6.830954,6.830954,6.830954,98.20648,98.20648,135.6037
3106,O8Pd6Tl2,286.644,225,6.900741,6.900741,6.900741,60.0,60.0,60.0
3107,Al4Mg2O8,812.951,227,5.776042,5.776042,5.776042,60.0,60.0,60.0
3108,Al4Hg2Se8,235.242,227,7.777176,7.777176,7.777176,60.0,60.0,60.0
3109,Au2Dy1Si2,251.284,139,5.954842,5.954842,5.954842,138.3322,138.3322,60.39455
3110,Ca4In4Pt4,202.532,62,4.374762,7.34534,8.463892,90.0,90.0,90.0
3111,O8Pd6Tl2,283.919,225,6.900878,6.900878,6.900878,60.0,60.0,60.0
3112,As4La4Te4,245.689,62,4.217456,7.91875,10.49428,90.0,90.0,90.0
3113,Gd2O2Se1,339.485,164,3.917038,3.917041,6.930367,90.00014,89.99988,120.0001
3114,N4Pt8Zr16,315.854,227,8.874939,8.874939,8.874939,60.0,60.0,60.0
3115,B8Re2U2,603.723,65,6.009576,6.009576,3.683633,90.0,90.0,103.8863
3116,Cd2Dy4Ge4,276.624,127,7.317613,7.317613,4.196827,90.0,90.0,90.0
3117,Au2Si2Sr1,258.164,139,5.990602,5.990602,5.990602,136.4149,136.4149,63.33962
3118,Mg2Sc4Se8,252.448,227,8.005596,8.005596,8.005596,60.0,60.0,60.0
3119,Li2O8V4,647.876,227,5.917791,5.917791,5.917791,60.0,60.0,60.0
3120,Ge3Rh3Sc3,405.949,189,6.74735,6.74735,3.886046,90.0,90.0,120.0
3121,Se4Ta1Tl3,103.831,217,6.969377,6.969377,6.969377,109.4712,109.4712,109.4712
3122,Cd2Se8Yb4,138.586,227,8.367708,8.367708,8.367708,60.0,60.0,60.0
3123,Ni8Si4Zn12,378.731,227,7.489785,7.489785,7.489785,60.0,60.0,60.0
3124,Ni10P6Sr2,442.045,63,6.133188,6.133188,11.50583,90.0,90.0,146.0209
3125,Ca8Cl12O2,285.016,186,9.141562,9.141562,6.912557,90.0,90.0,119.9984
3126,S8Y4Zn2,324.144,227,7.773897,7.773897,7.773897,60.0,60.0,60.0
3127,Ag1C2K1,241.264,123,4.290015,4.290015,5.3808679999999995,90.0,90.0,90.0
3128,In2Rb2Te4,126.125,140,7.406149,7.406149,7.406149,104.9522,104.9522,118.9453
3129,Bi2Cu1Zr6,282.495,189,7.89748,7.89748,3.814725,90.0,90.0,120.0035
3130,Co4Sn4Y4,249.987,62,4.4911259999999995,6.963908,7.772571,90.0,90.0,90.0
3131,Na12Sb4Se12,180.222,198,9.053193,9.053193,9.053193,90.0,90.0,90.0
